date,nav,cash,cash_weight,holdings,locked_today,daily_return
2019-01-22,0.9979149577344535,-2.7755575615628914e-16,-2.781356808063269e-16,20,0,-0.0020850422655465106
2019-01-23,0.9988575258387402,-2.7755575615628914e-16,-2.778732191292504e-16,20,0,0.0009445375049057514
2019-01-24,1.0029340360109391,-2.7755575615628914e-16,-2.7674377994014133e-16,20,0,0.0040811728066780795
2019-01-25,1.0095723889821413,-2.7755575615628914e-16,-2.749240759606381e-16,20,0,0.006618932784059783
2019-01-28,1.007368776461612,0.049031847917478125,0.04867318608951009,19,0,-0.002182718688207297
2019-01-29,1.00614089317037,0.049031847917478125,0.04873258631102628,19,0,-0.0012189014787166164
2019-01-30,1.0061754576024595,0.049031847917478125,0.04873091223504145,19,0,3.4353471093595545e-05
2019-01-31,1.007192401233614,-2.0816681711721685e-17,-2.066802895477102e-17,20,0,0.001010702083290349
2019-02-01,1.016402252577612,-2.0816681711721685e-17,-2.0480751256631176e-17,20,0,0.009144083427076843
2019-02-11,1.0226408416119364,-2.0816681711721685e-17,-2.035580906284695e-17,20,0,0.0061379134279790915
2019-02-12,1.027556643753909,-1.3877787807814457e-17,-1.3505618295761871e-17,20,0,0.00480696833330474
2019-02-13,1.0348855577458502,-1.3877787807814457e-17,-1.3409973406182753e-17,20,0,0.007132369817752338
2019-02-14,1.0377643642330925,-1.3877787807814457e-17,-1.3372773517878634e-17,20,0,0.0027817631289712708
2019-02-15,1.035144448524427,-1.3877787807814457e-17,-1.3406619556910056e-17,20,0,-0.00252457667555539
2019-02-18,1.0540141991927752,-1.3877787807814457e-17,-1.3166604224537835e-17,20,0,0.018229099035643292
2019-02-19,1.0472783146524587,-1.3877787807814457e-17,-1.3251289188031958e-17,20,0,-0.006390696202646207
2019-02-20,1.0478646379028287,-1.3877787807814457e-17,-1.3243874548137373e-17,20,0,0.0005598542833999964
2019-02-21,1.0541677731484065,1.3877787807814457e-17,1.316468607873173e-17,20,0,0.006015218967778901
2019-02-22,1.0703978122853692,1.3877787807814457e-17,1.2965074898821471e-17,20,0,0.01539606839667429
2019-02-25,1.097833709634659,1.3877787807814457e-17,1.2641065478334378e-17,20,0,0.025631496098364126
2019-02-26,1.0918351309941714,1.3877787807814457e-17,1.2710515913861488e-17,20,0,-0.005464013891943509
2019-02-27,1.0856711291212764,1.3877787807814457e-17,1.2782681085981259e-17,20,0,-0.005645542717866547
2019-02-28,1.0898630971484469,1.3877787807814457e-17,1.2733514736047813e-17,20,0,0.003861176662736998
2019-03-01,1.0962568401049242,-6.765421556309548e-17,-6.171383665585175e-17,20,0,0.005866556059386019
2019-03-04,1.11042773615444,-6.765421556309548e-17,-6.092626594269978e-17,20,0,0.012926620415120382
2019-03-05,1.1240523696915536,-6.765421556309548e-17,-6.01877789570073e-17,20,0,0.012269716518697349
2019-03-06,1.137860322585802,-6.765421556309548e-17,-5.945739931360856e-17,20,0,0.012284083256759004
2019-03-07,1.132733321144351,-6.765421556309548e-17,-5.972651664802036e-17,20,0,-0.004505826716762251
2019-03-08,1.1227110959031825,-6.765421556309548e-17,-6.025968373339179e-17,20,0,-0.008847824156036577
2019-03-11,1.1554153249657375,-6.765421556309548e-17,-5.855402304370654e-17,20,0,0.02912969256462694
2019-03-12,1.1625627050246412,6.245004513516506e-17,5.3717571418086556e-17,20,0,0.006185983433373288
2019-03-13,1.148153429082832,6.245004513516506e-17,5.4391724619114195e-17,20,0,-0.012394407527036466
2019-03-14,1.1341375993399934,6.245004513516506e-17,5.5063905095384895e-17,20,0,-0.012207279434800489
2019-03-15,1.142285424382806,6.245004513516506e-17,5.467113893089177e-17,20,0,0.007184159177470395
2019-03-18,1.1610012583503244,6.245004513516506e-17,5.378981692397199e-17,20,0,0.01638455115334314
2019-03-19,1.169696925397857,6.245004513516506e-17,5.338993698211483e-17,20,0,0.0074897998473217875
2019-03-20,1.1670105224311706,6.245004513516506e-17,5.351283808912555e-17,20,0,-0.002296665835701539
2019-03-21,1.1771060732881702,-6.938893903907228e-17,-5.894875628773092e-17,20,0,0.008650779631333538
2019-03-22,1.1781421967971493,-6.938893903907228e-17,-5.889691348608878e-17,20,0,0.0008802295158367723
2019-03-25,1.1655640770146984,-6.938893903907228e-17,-5.953249624576174e-17,20,0,-0.010676232305951827
2019-03-26,1.1410337717827779,-6.938893903907228e-17,-6.081234469568537e-17,20,0,-0.021045865873585257
2019-03-27,1.143776313131297,-6.938893903907228e-17,-6.066652914773813e-17,20,0,0.0024035584365169615
2019-03-28,1.1387456500927786,-6.938893903907228e-17,-6.093453707895074e-17,20,0,-0.004398292726264019
2019-03-29,1.1596632405246479,-6.938893903907228e-17,-5.983542171059916e-17,20,0,0.018368975047382108
2019-04-01,1.188615611189314,-6.938893903907228e-17,-5.837794690382922e-17,20,0,0.02496618815956242
2019-04-02,1.193204680727503,-6.938893903907228e-17,-5.815342510789138e-17,20,0,0.0038608524866985405
2019-04-03,1.1970924154247475,-6.938893903907228e-17,-5.796456325759275e-17,20,0,0.00325822950583321
2019-04-04,1.2020812494199173,-6.938893903907228e-17,-5.772400082985819e-17,20,0,0.0041674593631100265
2019-04-08,1.204573365744203,-6.938893903907228e-17,-5.760457686709915e-17,20,0,0.002073167953903443
2019-04-09,1.192835564624722,-6.938893903907228e-17,-5.817142035071928e-17,20,1,-0.00974436381650301
2019-04-10,1.1876264830548018,-6.938893903907228e-17,-5.842656763647667e-17,20,1,-0.004366973725803525
2019-04-11,1.1719643934837958,-3.0357660829594124e-17,-2.5903227946501488e-17,21,1,-0.01318772340839025
2019-04-12,1.1678877387597792,-3.0357660829594124e-17,-2.5993646325829212e-17,21,1,-0.0034784800175525765
2019-04-15,1.159026815102644,-3.0357660829594124e-17,-2.6192371422317468e-17,21,1,-0.007587136471305933
2019-04-16,1.160196552758445,-3.0357660829594124e-17,-2.6165963652811028e-17,21,1,0.0010092412363189585
2019-04-17,1.1662376549630418,-3.0357660829594124e-17,-2.6030424159607642e-17,21,0,0.005206964449457896
2019-04-18,1.165774989424666,-3.0357660829594124e-17,-2.6040754952699968e-17,21,0,-0.0003967163437116339
2019-04-19,1.1715128911810528,-3.0357660829594124e-17,-2.5913211077847596e-17,21,0,0.004921963336353974
2019-04-22,1.1643017032813763,-3.0357660829594124e-17,-2.607370644914156e-17,21,0,-0.006155449038556138
2019-04-23,1.148434231566822,-4.358492733391728e-17,-3.7951609361603465e-17,20,0,-0.013628316157087816
2019-04-24,1.146447362666256,-4.358492733391728e-17,-3.8017382003961535e-17,20,0,-0.001730067639881594
2019-04-25,1.1300935553580926,-4.358492733391728e-17,-3.8567539056628394e-17,20,0,-0.014264769444041203
2019-04-26,1.1241839616463125,-4.358492733391728e-17,-3.8770280328576546e-17,20,0,-0.005229296002761119
2019-04-29,1.113145516658041,-4.358492733391728e-17,-3.9154743635648666e-17,20,0,-0.009819073536777911
2019-04-30,1.1224525294297294,-4.358492733391728e-17,-3.8830085185037566e-17,20,0,0.008361002791108962
2019-05-06,1.0899274100621548,4.336808689942018e-19,3.978988554563193e-19,20,0,-0.028976832885840853
2019-05-07,1.0943868236456062,4.336808689942018e-19,3.962774949624577e-19,20,0,0.00409147759959283
2019-05-08,1.0953818545582268,4.336808689942018e-19,3.9591752153782713e-19,20,0,0.0009092131695316308
2019-05-09,1.0972187510119857,4.336808689942018e-19,3.9525470066402863e-19,20,0,0.0016769462138843672
2019-05-10,1.1158647255507614,4.336808689942018e-19,3.886500389015777e-19,20,0,0.016993853341986886
2019-05-13,1.10870494631046,-6.667843360785852e-17,-6.014082811639879e-17,20,0,-0.006416350545329408
2019-05-14,1.110865397740512,-6.667843360785852e-17,-6.002386404642878e-17,20,0,0.00194862613109259
2019-05-15,1.1230855231203252,-6.667843360785852e-17,-5.93707533711257e-17,20,0,0.0110005455248392
2019-05-16,1.1243805294963318,-6.667843360785852e-17,-5.930237304778591e-17,20,0,0.0011530790392602075
2019-05-17,1.11087621853723,-6.667843360785852e-17,-6.002327936739772e-17,20,0,-0.012010445400678527
2019-05-20,1.102485437111986,-6.667843360785852e-17,-6.04801037395341e-17,20,0,-0.007553300075406
2019-05-21,1.1104029035173635,-1.3010426069826053e-17,-1.1716851629812591e-17,20,0,0.007181470284195024
2019-05-22,1.1096571691221069,-1.3010426069826053e-17,-1.1724725826913829e-17,20,0,-0.0006715890177289019
2019-05-23,1.105405017365464,-1.3010426069826053e-17,-1.1769827226616076e-17,20,0,-0.0038319508718237527
2019-05-24,1.1028114116488215,-1.3010426069826053e-17,-1.1797507653982352e-17,20,0,-0.002346294503732138
2019-05-27,1.1050003136766153,-1.3010426069826053e-17,-1.1774137897334235e-17,20,0,0.001984838028218361
2019-05-28,1.103722187110028,-1.3010426069826053e-17,-1.1787772522624e-17,20,0,-0.001156675297525167
2019-05-29,1.1024068149115671,-1.3010426069826053e-17,-1.1801837483079896e-17,20,0,-0.001191760221750271
2019-05-30,1.0977486145907094,-1.3010426069826053e-17,-1.1851917549153029e-17,20,0,-0.004225482152186655
2019-05-31,1.0978457950804632,-9.71445146547012e-17,-8.848648424943987e-17,20,0,8.852708941020637e-05
2019-06-03,1.0893804247058128,-9.71445146547012e-17,-8.917409607478038e-17,20,0,-0.007710892014693216
2019-06-04,1.0840627453960887,-9.71445146547012e-17,-8.961152393370651e-17,20,0,-0.00488137953383927
2019-06-05,1.0835159231912213,-9.71445146547012e-17,-8.965674853082608e-17,20,0,-0.0005044193310671519
2019-06-06,1.072423530507161,-9.71445146547012e-17,-9.058409470814248e-17,20,0,-0.010237406250007353
2019-06-10,1.0760765670412984,-9.71445146547012e-17,-9.027658219693666e-17,20,0,0.003406337543162552
2019-06-11,1.0921451923689636,-4.163336342344337e-17,-3.812072214788289e-17,20,0,0.014932604072818156
2019-06-12,1.0948209473191803,-4.163336342344337e-17,-3.8027554665800274e-17,20,0,0.002449999293970162
2019-06-13,1.0910403704849,-4.163336342344337e-17,-3.8159324393230204e-17,20,0,-0.003453146236868654
