execution_date,signal_date,ranked_codes
2021-08-02,2021-07-30,128127|113033|128087|110080|128100|128130|113609|113610|128107|127027|127034|127028|128129|127035|123097|123082|123118|123063|110072|110071|123080|128075|110041|128081|128034|128066|128141|113039|128037|128057|127020|127018|110057|123084|113549|110043|113541|113591|128090|123106|113044|128048|128145|123086|123112|128040|111000|123073|110060|128143|113030|128026|123024|113599|113607|123062|127033|123052|128133|113536|128039|113570|113567|110070|123087|113011|128108|110045|128106|127039|110068|128119|123068|113048|113572|123096|123098|113565|113577|123002|113014|123023|113505|110063|128096|110077|128071|113525|113528|127026|123061|123048|123085|123028|110047|113026|128105|128120|110067|123051|113563|113606|113546|127005|127032|113578|127014|128042|113561|110061|113524|123057|128018|113624|113608|123059|110056|128134|123049|113036|123100|110064|110053|123004|113568|128073|128083|128094|128140|123078|127012|113600|113598|127006|113516|128076|123110|123092|113614|123038|123088|113012|127022|113601|113050|128074|127025|113046|123113|123091|110051|123105|113588|113024|113593|127024|128082|113013|128109|128033|123071|123116|123109|110062|110073|128014|113602|128049|123075|123045|113604|113535|128025|128131|113612|128091|123011|113618|113502|113579|123076|127029|123050|128121|113043|113532|127013|123083|113037|128144|127011|113585|128078|123010|128116|123077|123012|123107|128023|113051|128015|128137|123060|113542|128124|113042|113623|113603|110058|123108|128063|127017|128021|110075|123035|123053|127016|123090|123102|127007|128128|128139|128072|128051|128122|123099|128056|113619|113527|123069|128123|128069|113625|128017|123056|123089|128114|110059|113021|113530|128035|123064|123104|113626|113597|128097|113017|113045|128101|123044|113550|123093|128125|123054|110038|118000|128079|123022|127031|110048|123014|128029|123111|113566|113504|110079|128113|123070|113594|128142|127036|113615|127037|123115|128103|123101|113616|123025|128117|128132|128046|113622|113545|123081|128036|127021|123103|123117|110052|113620|123114|128070|113519|128118|128138|128050|127015|123042|123043|113034|113537|110055|128022|113605|110076|127038|113573|128135|128053|123039|127019|128044|128136|123074|113047|113589|113575|110066|127030|113621|123094|113569|113049|113534|113574|123030|113596|123034|110074|113584|113548|113509|123065|123067|113025|128030|123018|123047|127004|123046|123027|128093|113526|123072|113582|113016|113580|128111|128095|110044|123015|128041|123031|123013
2021-08-11,2021-08-10,128127|128087|113033|110080|127027|128130|127020|128129|113609|127028|127034|128107|123082|123063|128066|128081|110072|113039|128034|128037|110041|123118|123097|128141|113591|113044|110057|128057|128106|113549|113037|113570|113565|128075|128145|110071|123080|127018|123106|113599|113541|110070|113011|111000|113014|113610|128040|113567|123062|128048|123112|128143|128108|110043|113607|123024|113048|127033|123087|113505|113578|128090|113536|123068|127039|113030|110068|128026|110047|113012|110053|123023|110063|123028|110045|128076|123085|128119|123096|123051|127032|128071|123086|110060|127005|113608|113577|127035|123088|123057|123084|113026|128120|128096|110067|113561|113516|123098|123002|128140|123071|123052|128105|113563|128133|113546|128042|123073|128039|113524|127006|113535|113624|113036|123004|113604|110064|123049|123109|123050|127014|113601|128073|113600|123110|128091|128094|123077|128049|123059|110056|127012|110051|127026|113013|113568|113614|123045|123105|128134|110061|113024|113050|110073|128033|127029|123011|113532|113606|128078|128109|123075|128083|113598|110062|128014|123038|123061|128025|113602|127022|113612|113525|113046|123107|123116|113593|123083|113579|128023|113618|127011|123091|123010|113588|128116|128018|113051|123078|123099|123089|127013|128121|128144|113043|123035|128137|123092|128015|123100|123076|127024|113042|128063|128074|127025|123044|123108|128082|123048|113585|113530|113623|113542|118000|128021|123012|113594|110058|123060|127031|127016|113603|110075|127041|123113|113550|123090|128124|127007|113502|128139|113626|123102|110059|113021|128056|128069|128131|113627|123115|128072|128125|123054|123070|127040|123053|113017|127017|113619|110079|123025|128128|113625|113572|113615|113597|123104|128114|123064|127036|128123|123069|128100|113045|128142|128079|128017|127037|110038|128122|113527|123101|113622|128135|123119|123111|123022|128035|113519|113620|113566|113528|123074|113616|128036|128053|110052|128050|128070|123014|128132|128138|113504|128022|127021|123056|113605|123043|128136|128117|127015|110048|128103|128029|123081|128118|113545|128097|113621|123103|123039|113573|110076|123093|110055|113047|113034|127019|123117|128046|127030|113589|123042|110066|123114|128044|127038|128101|128113|113569|113575|113049|113537|123030|113596|113584|123094|113574|110074|113548|123034|127004|123065|123067|123018|113534|123046|113025|123072|113526|128030|123027|123047|128111|113016|113582|128093|113580|110044|123015|128095|128041|123031|123013
2021-08-23,2021-08-20,128100|128127|128087|110080|113033|127020|128130|128129|128081|127027|113609|113610|123097|127018|127034|123082|113549|128037|123118|128107|123106|123024|113048|128141|128034|128066|128075|113570|113044|113591|123063|123080|127028|128057|113567|110041|113039|113505|123087|123068|113011|113037|113541|110070|128145|110047|110057|113014|110063|113599|123062|113536|110043|111000|128106|128048|128090|128108|128076|128026|128094|113577|110060|123112|110045|110073|128040|113565|128140|113607|123023|113561|113030|110068|110067|127035|113578|128119|123002|127033|127012|110072|128143|128042|123059|127032|128105|123045|110071|123071|127039|113516|113026|123110|123052|127011|110053|113593|128120|113524|123085|128039|113024|113046|127005|128071|110077|123028|128091|128018|110061|128014|128096|123100|113525|113546|128133|123096|128073|123051|113050|127022|123091|123004|123049|123088|123098|113614|123109|123061|123083|127026|128033|127006|123086|110064|128025|127014|113036|113608|113532|113013|113604|113585|110062|110056|123075|113051|113527|113606|123010|113602|128134|113043|123105|123073|123077|113598|113623|128049|123050|123044|123038|123057|128116|128109|123078|128137|128083|113535|113601|123048|113588|113600|128144|118000|123099|123092|110051|123116|123076|128121|113624|110081|113530|127025|113550|123035|110075|128132|123011|113603|113042|128078|127029|113579|123107|123113|128063|113572|128021|113502|113504|127024|127041|128023|127040|123108|113528|113618|113563|123084|127017|128056|127036|123101|113626|110058|128053|128122|128128|127007|127037|113627|123025|127013|110059|123089|128035|123054|127016|113568|128015|113622|113625|123074|113021|128074|128072|123115|128082|128079|123102|113542|110079|128123|123022|118001|123090|128069|128101|113017|123070|128029|128124|123060|110055|123119|128097|113045|113597|123111|123053|128114|128142|123104|128139|128131|113615|128125|113619|127031|123069|113566|128036|113594|128022|113605|113519|123014|123056|110048|128070|110038|123012|113616|110052|123043|128046|127019|128118|113621|128017|127021|113620|128113|128050|128138|127015|128135|127030|128136|123081|128103|113573|110066|123064|113545|128117|123042|127038|123114|113589|123039|128044|113047|113049|113575|110076|113569|113537|123117|123093|123103|113034|110074|113596|113584|123030|113548|113574|127004|113534|123067|123018|123065|113025|123034|113526|123027|113016|123046|123072|128030|123047|113582|128093|128111|110044|113580|128095|123015|128041|123031|123013
2021-08-31,2021-08-30,128100|128127|128087|110080|113033|128129|128130|113044|127018|110043|128037|128034|113609|128066|127020|128107|128048|123024|127034|123080|127028|113011|110041|113505|128075|123063|127027|128108|123073|123097|113516|113037|113549|113591|123062|128063|123118|128081|128057|110057|113570|113610|128143|127012|110047|110068|113541|113014|110063|128026|110045|128071|110072|127039|113536|128141|128076|123082|110079|127032|110053|123071|113567|110073|128090|113546|127033|123106|123002|113577|110060|113578|123068|123105|113607|128040|110070|127005|110077|123045|128119|128133|110067|128096|123098|113036|123023|123028|128106|128145|123049|113050|128042|123109|113524|113026|113598|128091|110061|128120|113030|123059|113565|113013|123100|128049|128039|113561|127035|113600|123110|113599|128073|123088|123051|128105|127026|128014|110064|113039|127006|123010|128140|113585|111000|123004|110071|113051|113502|113024|128116|113608|123087|113532|123061|110056|123053|123083|113535|123052|127014|123085|123096|128094|110051|123050|123112|127022|128023|113606|128033|123084|123075|128083|113043|113603|128121|110062|113602|113614|113588|128025|123107|123086|110075|123116|123077|128074|128078|128134|113604|123091|113046|113593|113530|123057|127024|113601|123099|123022|128015|123038|123108|128018|127025|113042|123078|128053|127007|113525|113624|127016|123044|110058|128035|123048|127036|113597|127041|127017|113048|128056|128137|123101|128021|127011|113618|113017|113542|123054|113563|123011|127013|113579|110038|128072|128079|113021|113504|123076|110059|113627|128022|128123|128144|113623|123092|118000|123104|110081|128097|123035|113622|128029|127037|123060|128109|123113|128069|128124|123111|128132|128122|123012|123115|113594|123014|113045|113566|123089|128125|128142|123090|128070|113550|110055|123025|113616|123070|128036|127029|123074|123119|128131|127031|113519|123043|127040|113568|113605|128101|113625|113527|128139|127021|113619|127019|113626|128138|123122|110048|128114|110052|123056|118001|123069|128113|128128|128118|123064|113620|113621|128135|128044|128103|123039|113528|123121|113615|128046|113573|123120|128082|128136|127015|128017|128117|113589|113575|123081|123042|123114|113545|113569|113537|123093|123117|110076|123103|113049|113047|127038|110074|128050|127030|113574|113584|123102|110066|113596|123018|127004|113034|123067|113534|123065|123034|113526|123047|123072|113548|128093|113025|128030|123027|113582|110044|123046|113580|113016|128111|123015|128095|128041|123031|123013
2021-09-13,2021-09-10,128127|128100|128087|113033|113044|127042|110080|128066|128130|127034|123097|128143|113570|128129|113591|128107|128037|113610|123118|128063|113609|128034|113505|123028|110057|113607|128026|113037|123080|127028|128108|128141|110043|123082|123063|127027|113011|128048|113026|128075|110072|128057|123098|123024|128133|123051|128119|113549|113546|113541|113567|123062|113577|123073|128090|110079|123112|128106|123002|113536|127020|128145|128040|110077|128091|113516|113600|113598|123106|110047|110045|127035|110063|128081|128073|110068|128071|127005|113036|123061|128096|110053|123023|113599|113565|127014|127018|110067|113524|123087|123045|128049|110064|113050|123004|113024|113561|110073|127006|128076|123078|123049|128039|127012|110041|113532|123100|127032|127026|123110|110060|123105|111000|113535|113606|128033|127039|113039|123050|123059|113593|123057|128025|123096|123085|128120|113608|128144|113013|110071|128014|113043|110061|123052|123083|127022|128042|113046|123109|123088|127041|113585|128121|113030|113578|113588|113042|123038|128078|128105|110058|128094|113502|128134|113602|123071|128083|110051|127033|127025|123107|110075|128015|123010|113604|128018|113051|128021|110056|123077|127024|113017|128074|128056|113542|123075|127007|110062|113603|123108|127016|123068|128053|128140|127013|113614|127017|128023|113530|110038|123086|113624|113563|123048|123116|123123|123091|128109|113021|123044|110059|123053|128132|113618|113579|123099|113623|123054|128079|123060|128137|128035|128022|128122|127019|113619|127036|110070|113601|128116|127045|128123|128072|127011|127040|128124|113622|128069|123076|113504|123115|128142|123014|128082|127037|123035|123104|113597|118000|123124|113048|127031|110081|113045|110052|128036|123012|113627|113527|123113|113566|128125|113550|128101|123011|113616|123090|123022|123084|113594|123025|123089|123039|123101|113519|123111|118002|128097|123070|128131|123074|128070|113626|123043|123056|127021|123122|113625|128114|127029|113568|123092|128138|123081|128113|123119|128135|128139|127015|128118|113621|128044|113605|118001|123121|113620|128103|128029|128050|128136|123042|113589|110055|113573|123103|113537|110048|123064|123114|113575|128128|128117|123093|128046|113545|113049|127038|110076|113525|113047|123120|113615|113528|128017|113569|123117|110074|113584|123069|113574|123102|127030|113596|127004|123018|113034|123065|123034|110066|123047|123067|123072|128093|113534|123046|113548|123027|113582|128030|113025|110044|113526|113580|113016|128111|123015|128095|128041|123031|123013
2021-09-23,2021-09-22,128100|128127|128087|113033|113628|110080|113591|127018|127042|128037|128066|127028|113044|128107|127034|128129|128130|110072|128034|127020|113609|123082|127027|128075|113610|123080|123097|128143|128040|123063|128063|113607|110063|128026|110047|110057|123112|113505|113570|113567|113535|123024|110043|128133|123073|113037|113516|128108|113541|128141|128048|113599|113600|123118|113598|123062|123023|110079|123002|128120|128057|110064|128071|113036|123098|113546|110077|113565|113577|128145|128039|113026|113536|128090|128073|110068|128106|127033|113011|123049|128076|123106|128091|128049|128144|123100|128081|128025|111000|128119|110045|123096|123061|128096|113024|127026|113561|123004|113532|123087|123110|123045|128033|113524|127014|123010|127032|128014|123078|110067|128042|123059|127022|127039|110051|113608|113549|127012|113578|123109|113030|113050|128105|110060|110070|123105|113585|128094|128078|110073|113606|113502|128109|127006|113588|123099|123085|127005|110053|123050|113013|128116|123048|113593|123088|110058|110071|128140|113618|110056|113043|128083|128056|128021|128123|113614|113602|123075|113017|127016|127025|128121|123057|127019|123077|128134|123044|110062|123060|113046|123086|123038|113504|110075|128137|123116|113604|123083|127007|127035|123091|128023|113563|127024|123107|123054|128015|113579|113542|128132|113042|123053|123025|128053|128079|113530|123043|123014|127041|110038|128074|123035|127013|113623|113624|127044|123108|128101|123022|123123|113527|128124|113601|127017|113603|127036|113627|127037|113039|110061|127045|127011|128069|128035|127031|128036|123115|128122|113550|123074|123122|123113|128097|128072|110059|113021|123076|110081|127040|113619|123070|123011|113045|113566|128139|127029|113597|123084|118000|113519|123052|128142|123071|128131|113622|123111|110041|128029|128070|113594|127015|123090|123101|118002|128022|123012|113616|123104|128125|113048|128135|113626|123124|123039|110052|123119|113621|128138|113051|118001|113047|127021|123056|128118|128082|113625|128114|123121|128113|113620|123114|128044|123081|123120|110055|113537|128117|128050|113605|113589|128103|123089|113573|123092|113528|113615|113049|127038|113575|123064|113545|128046|123117|110076|123093|128136|123103|113525|113569|110074|128017|123102|110048|113568|123042|127030|113584|113574|123069|123065|113596|123018|128128|127004|123034|110066|123067|113034|128030|128093|123072|113548|123027|113534|113582|113025|110044|123046|113526|113016|113580|128111|123015|123031|128041|128095|123013
2021-10-08,2021-09-30,128100|128127|128087|113033|110080|127042|128130|127027|113591|113044|128037|113628|128107|127020|128129|113610|127018|128075|113607|128133|128066|113609|113505|128108|127028|123082|128034|113549|128081|127034|113024|110070|128106|128143|128057|113565|123118|113037|128026|128040|123080|123063|110043|128025|123098|113570|110077|113536|123023|110047|123112|110079|110063|113567|113541|123125|128145|110072|113011|128090|127035|128033|123097|128048|110057|113577|113026|113030|113516|123087|128141|110045|128039|123073|128073|123002|111000|128091|113600|113585|128071|123062|123106|110064|127014|113546|128076|128094|123100|113036|127012|123050|123024|127033|123045|127032|123061|113532|123049|123085|128144|110060|123052|127026|128096|123084|113599|127039|128078|127029|110067|113013|113598|128116|123110|110056|127005|110068|123004|127022|113050|110071|110073|113606|128120|113614|128105|123059|128049|128063|128119|110053|128140|113593|113527|113502|123010|128097|123096|123038|113579|113046|113524|113535|113561|128014|128109|123053|110062|128121|113588|127011|110051|127024|123057|113048|123105|123116|113578|128137|113602|113043|113618|123107|123109|123108|123048|123078|128082|127006|128021|123074|123014|123099|123060|128134|113608|127025|113603|110075|128042|113042|123086|127017|123088|113017|127045|128053|110058|123035|128083|123054|123091|127016|123071|123077|123012|113623|128079|123075|110038|113047|128056|113604|127040|113563|127007|123115|123043|127044|123111|127041|113542|113601|127031|123123|113550|128142|123022|128015|113537|128036|128074|110061|127036|123028|113626|127037|128123|113504|113624|123104|128132|110081|113021|110059|128122|127015|128135|128103|123025|123044|113627|113530|113519|128023|123122|113621|123083|128101|128124|128035|113051|113039|123113|118002|128069|127043|123070|123039|113616|123120|113622|123011|123124|128029|113045|113619|128114|123119|113566|128046|118001|128131|123090|128070|118000|127013|113615|123101|110052|128138|113625|128022|128139|123076|113594|123114|128125|113545|123121|128072|128113|113597|123092|110074|123056|113620|127021|123103|113605|123117|123064|128118|128044|110055|128136|127019|123069|113575|127038|113568|113049|128017|128117|123089|113589|113525|128050|127030|113573|110076|123042|128128|123081|113528|123102|113034|110048|113569|123093|123018|113574|113584|110066|123067|123065|128030|113596|123034|128093|113548|127004|123072|123027|113580|113534|113025|113582|113016|110044|123046|128111|113526|123015|123031|128095|128041|123013
2021-10-12,2021-10-11,128100|128087|128127|110080|113033|127027|113549|127042|128037|113505|128107|113044|128130|113591|128066|113607|127028|127018|128141|128075|113610|128129|127020|113026|113570|123082|110072|128106|123073|113628|128133|128034|113609|110063|110057|123063|128108|127034|128081|113565|110047|123112|113541|113037|123118|110077|128040|110079|123097|123080|128143|128026|113536|127035|123125|128025|123023|128090|113516|113567|110043|113577|128144|110070|113024|110045|123106|123100|128091|113011|123087|123098|128057|113030|128145|128039|113600|123062|128071|123002|110064|111000|128073|127033|113532|128076|110071|123081|128033|128094|128048|123024|123045|113546|127029|113048|113036|127039|127032|127012|113599|128078|128120|113050|113585|127014|123085|113013|123061|127026|113588|113606|128121|123096|123049|128116|128049|113598|110051|123071|128063|113614|127005|123004|110073|110068|123052|110060|128119|123110|128082|127022|123050|123078|113579|110053|127011|110067|128105|113524|113535|123105|123059|113561|127006|128109|113608|113602|110062|127024|123109|113046|113578|123084|123038|123099|128021|123107|123057|123053|128042|128140|113593|123010|128014|123116|110056|113603|123108|110075|113043|113042|128134|113527|123060|113623|128097|110061|123086|123077|123075|113502|127016|113017|113601|128137|127025|128053|127040|123091|128083|123074|113618|123012|127045|127017|123111|128056|128074|123048|113542|113563|128079|128096|123014|123035|113604|128036|113051|127007|123083|128142|128015|113504|110038|127036|123054|123043|123088|128123|113621|113619|123115|123123|127041|127037|127044|113021|128122|110059|110081|128114|113550|127015|123025|128023|128132|113624|113626|123039|113519|113045|123022|128103|113047|123028|113627|128135|123104|128069|113530|128124|128035|128022|128101|110058|127031|113620|123122|113566|123113|123044|118001|127043|123056|113616|118002|128029|127013|113622|128131|113039|128139|123090|123101|123070|123011|123120|128138|123119|128070|128046|113615|123076|110052|123124|113594|110074|128125|113568|110048|123103|113545|113605|113597|127021|128072|123114|118000|128113|123092|113537|113625|127038|128136|128118|123121|128044|128050|127030|123117|123064|128128|113525|113575|113589|127019|110076|123089|110055|128117|113573|113049|128017|113528|123069|113034|123102|123093|123018|113569|123042|123067|113584|123065|113574|110066|113596|128030|123034|128093|127004|113548|113580|123072|123027|113025|113582|113534|128111|110044|113016|123046|113526|128095|123031|123015|128041|123013
2021-10-21,2021-10-20,128100|113033|128087|110080|113044|127042|128127|128130|113591|127028|113609|127027|113610|128066|128129|128107|128037|113628|128075|127018|128106|128034|113607|123082|128081|128143|123063|123080|113505|110072|113037|127020|110057|110070|127035|127034|123100|128145|110045|113549|110043|123118|123073|110063|128040|123112|123097|113011|110077|113026|113546|113570|113541|113516|128091|110047|123106|128133|128144|110079|113577|127029|110064|123062|113565|123087|128090|128094|128057|113567|123125|111000|128048|110068|128039|113536|123023|127039|127026|110060|128141|128073|128071|128033|123098|128025|128120|113050|127033|127012|123002|123024|123085|128108|127032|123107|127005|123061|113036|128116|123045|113030|128119|123105|110071|113532|128076|123057|113013|113598|128078|123110|128105|110053|113588|128140|128063|123081|127014|113524|110073|123050|113599|113535|123109|123086|128121|123126|123049|113585|127006|123004|128021|123078|113614|123096|128026|123059|113024|113602|123111|113579|110058|113606|127022|110056|110067|113600|113608|123099|113593|110062|128049|113561|127024|110051|110075|123052|127017|113578|128074|128134|128096|123074|127045|113042|128097|123048|128109|113601|113043|123038|113048|113619|110061|113046|123091|128137|123010|127016|113502|128053|123012|128083|123077|123108|123060|113604|128042|128056|123116|123053|113623|128079|118002|123123|123035|128014|128036|123075|113563|113017|113620|123039|123084|127036|128114|113618|128142|127011|127040|123014|123043|113527|128122|113039|123088|128046|123115|113542|123071|128023|110038|123054|128035|113021|127015|127037|128124|128015|113051|128123|110081|128082|113603|127044|123025|110059|113624|123124|127041|123122|127007|128069|123101|128022|113530|113626|123076|113622|113047|113550|113627|128132|123022|113045|123044|128139|123103|127013|113616|123090|128135|113566|123011|113621|128029|128101|123092|123104|128138|123119|123056|128070|127031|113504|123070|113519|113615|128072|113597|128131|127043|113594|113545|128113|123120|110052|123121|118001|123113|123083|128118|123028|123114|128136|128125|123089|113605|113625|118000|110055|127019|128044|128128|113537|113575|128117|127038|127021|128103|113589|110048|123064|113049|123117|113573|110074|127030|113568|113525|113528|110076|123018|123093|113569|113034|128017|123042|128050|113584|123065|113574|110066|113596|113580|128030|123034|127004|123072|123067|128093|113025|113548|123027|113582|123046|110044|113526|113534|128111|113016|123031|123015|128041|128095|123013
2021-11-11,2021-11-10,128100|113033|128087|113044|128129|113591|128107|128034|128066|113609|128127|128130|127028|110063|110080|110047|127042|128037|110057|127020|113505|123080|113607|128106|113011|128145|128075|113610|127027|123118|123073|113037|123063|110070|128081|123097|128121|128048|113570|110043|110079|128143|113549|128040|127034|128091|110068|113628|127018|127005|128090|113026|113601|123098|110077|110053|110045|113516|110058|123082|127032|113565|110060|111000|113536|128073|123099|127039|127006|110071|128119|128071|128141|128133|113598|113527|113050|128076|123024|123002|113030|127033|123125|123004|127014|123107|113024|123106|113567|128025|113577|128039|113013|113532|123112|123045|113602|123062|127012|128108|113600|113599|113036|128097|123100|127035|110067|128144|123087|110064|123096|123023|110072|113524|128120|113546|123052|128049|127026|123059|128021|110075|113614|123105|123085|123010|113593|113541|123109|110073|128078|113608|123061|123057|128083|110061|113606|110056|128063|113561|127016|113502|127024|127022|123111|113619|113624|128105|113043|113588|128116|113042|123078|128137|128135|123110|123049|110062|127045|113585|123048|128114|128134|127029|113017|128056|128094|128082|123091|110038|128053|128042|123075|113046|123081|123077|113618|123126|123038|123088|113579|113620|123116|128109|128096|127025|128124|128033|128035|113535|127013|127040|127017|113578|123039|128074|110051|127036|128131|123050|128026|128079|128036|123043|128142|123115|113563|123014|123123|113039|113047|123056|113623|127015|128046|113545|113021|123076|127041|128015|128140|113051|128122|113048|110081|123103|123071|123104|127007|113542|113045|128023|118002|123113|113604|113622|123124|113629|123044|128022|128132|123035|123054|123090|123025|110059|113566|113550|128128|128069|123053|128014|123122|123108|127031|113615|127043|123060|127011|128139|123012|127044|113530|127037|128070|128123|113034|123011|113616|113627|127046|128029|123121|123119|128113|128103|118001|110052|127030|128044|128101|113594|110076|128138|113519|128136|123070|128125|113626|123101|128072|110055|128118|113597|123086|123089|123114|123120|113528|113504|128117|123074|127038|123092|127019|118000|110048|113625|113589|127021|113621|113605|123084|113575|113049|123083|113568|123072|123117|110066|113573|123064|123018|123093|128017|113525|113569|113584|123022|123034|113534|113537|128030|113574|110074|123065|113596|128093|123042|128050|113025|123027|123067|123046|127004|128111|113582|113526|110044|113016|113548|128095|123031|123015|128041|123013
2021-11-23,2021-11-22,128100|113044|128087|113033|128129|128066|128034|128107|113591|127042|128127|113011|113609|128130|110080|113505|127028|128037|113037|110057|128106|110047|113607|113610|123063|128075|127020|110063|110071|123118|128081|128048|110043|113567|127034|110079|110058|113601|110077|123080|123073|128119|113026|113628|110070|110068|128141|128143|113570|127039|123127|128145|128121|128073|127005|128091|113565|128133|113549|128144|110053|113598|113516|128040|113599|113546|127027|123062|123082|110045|127032|127014|127012|113524|123087|128049|113532|113614|127018|123024|127026|123002|110060|110064|128076|113588|113050|127033|123099|110067|123106|128021|123023|128120|123107|128039|128108|127035|128083|123096|128074|123098|113024|123109|127006|123059|123061|110072|123128|113579|113602|127024|113535|123010|123004|110061|123110|113013|123097|110073|128071|113608|113036|128042|128105|128033|113527|128025|113561|128063|123049|123105|110075|128023|123125|128056|123052|113606|128134|128053|113042|113046|127016|123077|127022|127029|113030|113502|123112|127045|127013|123078|110062|127025|123100|123038|127040|123091|113619|128078|113043|113618|128090|111000|113536|123048|128116|128131|127019|128135|123113|123045|113541|110056|128114|113624|123116|113593|127007|128137|123126|113600|123075|123111|127036|128079|113578|113585|113620|128097|113530|123050|123085|128022|128035|128026|110081|123123|113563|128124|128139|123088|128036|123043|113623|123014|123076|113021|127017|128015|123057|127041|123039|128109|113622|123121|127037|113039|128123|128142|113017|110059|113604|113045|127044|123011|113542|123104|128132|128014|127015|113051|128096|123124|123115|128128|123044|113566|123103|123108|123053|128046|128069|113616|128140|123090|123056|128122|127031|123122|113545|128070|123074|110052|118002|123025|127043|113047|123035|110051|128103|113048|128029|113550|113577|128136|123119|123054|128082|113615|127046|128113|118001|128072|128125|113519|113627|113629|127011|110076|123101|128138|128118|123012|128044|123071|113597|113625|123060|123114|127038|123089|123072|128094|110055|128101|128117|113504|118000|123120|127030|113049|113034|113575|123117|127021|113573|113621|123093|113626|113589|113594|110048|113605|123018|123064|113568|128017|113528|113569|123092|123084|128030|123022|123083|113525|110066|113584|123070|113537|123065|123086|123034|110074|113574|113534|113596|128093|127004|123067|113526|113025|123027|110044|113582|128050|113016|123046|128111|123042|113548|128041|128095|123015|123031|123013
2021-12-01,2021-11-30,128100|113044|128087|128129|128066|113033|113011|128034|128130|127042|128127|113591|110057|128107|128037|127028|110080|113609|127020|113505|113610|128106|113026|110071|128048|113037|110047|123129|110070|110063|110043|113601|123080|127027|128081|128075|110079|127047|110058|113024|127034|128119|123063|110068|123082|128073|113567|128121|128141|113565|127018|110045|127039|128040|127024|113570|127012|113549|110077|128133|113628|110053|127005|113599|128108|123002|113532|123118|127032|113535|123073|128143|123127|113579|128076|123062|113516|123106|127035|127014|110064|113050|127033|113598|110060|123110|123077|123087|128049|123097|128083|110067|113546|128039|123061|113013|128071|123105|127006|127049|123024|127026|123023|128033|123096|113588|113606|123059|128090|113608|128120|123010|110073|123004|123100|113524|123107|128074|127022|113036|113624|123045|110072|123098|113602|128021|128025|127029|110075|123099|123125|123049|110061|128063|113600|128042|128145|128134|113502|123078|113042|128091|113536|128137|113618|113619|127016|123091|128135|110062|128105|123053|113043|127048|123052|113623|123128|123085|113561|127019|128035|111000|123111|128116|127040|113593|110056|128144|128056|113607|127045|123048|113527|128139|123126|123123|123014|123112|128124|128079|128023|123075|127013|113030|123124|128078|123116|123090|128069|113046|123088|113566|127036|128097|128096|113563|123050|113039|127041|128036|128026|113021|128131|113045|123038|113604|127007|127017|128015|113578|123109|123039|128014|123011|128140|123044|128114|113530|123076|113620|123025|128123|128142|123104|128122|113017|127044|113542|110059|113051|128132|123057|127015|110081|113585|123121|123108|128022|110082|123113|128109|118002|113622|123115|123122|128046|128113|127037|113047|128070|123056|128082|128029|113545|113616|123054|113577|123103|128128|123119|113541|123043|110052|113048|128072|113597|128094|127046|123035|128117|127031|123012|118001|113519|110076|128103|128125|113630|123101|123089|128118|128136|113615|127043|128053|123114|113621|113627|128138|128101|123060|123120|127038|113575|113049|110055|113629|123071|113034|113573|113550|113625|113504|123072|127030|127011|113589|123064|128044|118000|123117|123093|110048|113605|113594|113626|127021|113569|123018|113568|123022|123086|123092|123083|128017|113525|123065|128030|123084|110066|123067|113584|123034|113574|113528|113596|110074|123070|128093|113534|127004|113537|113025|113526|110044|123027|113582|113548|123046|113016|128050|128111|128041|128095|123042|123031|123015|123013
