candidate,return_contract,start,end,cagr,max_drawdown,jsl_replica_cagr,correlation_jsl_replica,beta_jsl_replica,smallcap_proxy_cagr,correlation_smallcap_proxy,beta_smallcap_proxy,official_jsl_status,official_jsl_1y_status,official_jsl_1y_observations,candidate_cagr_common_jsl_official_1y,official_jsl_1y_cagr,correlation_jsl_official_1y,beta_jsl_official_1y,hs300_tr_status,hs300_tr_observations,candidate_cagr_common_hs300_tr,hs300_tr_cagr,correlation_hs300_tr,beta_hs300_tr,formal_smallcap_status
B0_BASE,price_ex_coupon_net_10bp,2018-01-11,2026-07-17,0.18154015507901722,-0.156110925366427,0.11221315147694066,0.8147144454866588,0.8677395667960166,0.02354371534853472,0.7339005851927207,0.40439877481968944,missing,available,240,0.11295499073790793,0.14140874808658443,0.8035967186272641,0.6710187165293627,available,2064,0.18154015507901544,0.033010194321960507,0.5905047523575202,0.42388086065854835,missing
C_BAL,price_ex_coupon_net_10bp,2019-01-22,2026-07-17,0.2492580779757001,-0.15160242215666275,0.13152008473312948,0.82438955958425,0.9384320324259441,0.07915679803224163,0.7246566801200249,0.4370795172054691,missing,available,240,0.19648959133404498,0.14140874808658443,0.8842966365641333,0.8440041428134772,available,1814,0.24925807797569832,0.07379010411558862,0.5940102060927943,0.47690275369739044,missing
C_OFF,price_ex_coupon_net_10bp,2019-01-22,2026-07-17,0.30777012717279395,-0.1894511652642834,0.13152008473312948,0.8412506800842693,1.12872965829812,0.07915679803224163,0.7510491960706284,0.5339378495779558,missing,available,240,0.1694222006148094,0.14140874808658443,0.842705618517889,0.8921449555054545,available,1814,0.3077701271727955,0.07379010411558862,0.5466616556736008,0.5173074147329533,missing
