date,nav,daily_return,cumulative_return
2017-03-29,0.984903,-0.01975512365240384,-0.015097000000000027
2017-03-30,0.944733,-0.04078574235229249,-0.055266999999999955
2017-03-31,0.951242,0.006889777323328294,-0.04875799999999997
2017-04-05,0.974363,0.02430611768614077,-0.02563700000000002
2017-04-06,0.976079,0.0017611506184040948,-0.02392099999999997
2017-04-07,0.976222,0.00014650453498132876,-0.023777999999999966
2017-04-10,0.958543,-0.018109610314047453,-0.041456999999999966
2017-04-11,0.96226,0.0038777603091357804,-0.037739999999999996
2017-04-12,0.950681,-0.01203313033899367,-0.049319
2017-04-13,0.954561,0.004081284889463355,-0.04543900000000001
2017-04-14,0.935268,-0.020211385128870774,-0.06473200000000001
2017-04-17,0.909192,-0.027880778557589858,-0.090808
2017-04-18,0.892703,-0.01813588328977811,-0.10729699999999998
2017-04-19,0.8700559999999999,-0.025369019707562446,-0.12994400000000006
2017-04-20,0.85963,-0.011983136717636511,-0.14037
2017-04-21,0.8537939999999999,-0.006788967346416541,-0.14620600000000006
2017-04-24,0.819071,-0.04066906068676979,-0.180929
2017-04-25,0.82491,0.007128808125302921,-0.17508999999999997
2017-04-26,0.824891,-2.3032815701151677e-05,-0.17510899999999996
2017-04-27,0.836363,0.013907291993729975,-0.16363700000000003
2017-04-28,0.849925,0.016215447120448978,-0.15007499999999996
2017-05-02,0.85209,0.0025472835838455943,-0.14790999999999999
2017-05-03,0.845823,-0.00735485688131543,-0.154177
2017-05-04,0.844078,-0.0020630793913147816,-0.155922
2017-05-05,0.822764,-0.025251220858735768,-0.17723599999999995
2017-05-08,0.809524,-0.01609209931401956,-0.19047599999999998
2017-05-09,0.820949,0.014113231973357232,-0.17905099999999996
2017-05-10,0.806388,-0.01773678998329986,-0.193612
2017-05-11,0.7931630000000001,-0.01640029365516349,-0.20683699999999994
2017-05-12,0.7885139999999999,-0.005861342498326483,-0.21148600000000006
2017-05-15,0.792367,0.004886406582508496,-0.20763299999999996
2017-05-16,0.813247,0.026351425538923223,-0.18675299999999995
2017-05-17,0.815742,0.003067948606019888,-0.18425800000000003
2017-05-18,0.817328,0.001944242174609201,-0.18267199999999995
2017-05-19,0.814559,-0.0033878687626021087,-0.18544099999999997
2017-05-22,0.795463,-0.023443360149479675,-0.20453699999999997
2017-05-23,0.777049,-0.02314878253293995,-0.222951
2017-05-24,0.780302,0.0041863511824866695,-0.21969799999999995
2017-05-25,0.785878,0.0071459511830034295,-0.21412200000000003
2017-05-26,0.789901,0.005119115180727718,-0.21009900000000004
2017-05-31,0.793563,0.004636024008072059,-0.20643699999999998
2017-06-01,0.769595,-0.030203021058189394,-0.23040499999999997
2017-06-02,0.784887,0.019870191464341547,-0.215113
2017-06-05,0.792978,0.010308490266751624,-0.20702200000000004
2017-06-06,0.795399,0.003053048129960656,-0.20460100000000003
2017-06-07,0.819078,0.029769964508378877,-0.18092200000000003
2017-06-08,0.814291,-0.005844376237672089,-0.185709
2017-06-09,0.816186,0.0023271778762137263,-0.18381400000000003
2017-06-12,0.799716,-0.02017922385338633,-0.20028400000000002
2017-06-13,0.817137,0.021783983314076494,-0.182863
2017-06-14,0.8299380000000001,0.015665671729465203,-0.17006199999999994
2017-06-15,0.840449,0.012664801467097364,-0.159551
2017-06-16,0.831488,-0.01066215796556369,-0.168512
2017-06-19,0.834912,0.004117918719211744,-0.165088
2017-06-20,0.837193,0.002732024452876347,-0.16280700000000004
2017-06-21,0.838276,0.0012936085227659433,-0.16172399999999998
2017-06-22,0.817347,-0.024966717405723093,-0.18265299999999995
2017-06-23,0.821568,0.00516426927608471,-0.17843200000000004
2017-06-26,0.830286,0.01061141621874273,-0.16971400000000003
2017-06-27,0.829024,-0.0015199581830839248,-0.17097600000000002
2017-06-28,0.8231580000000001,-0.0070757903269386135,-0.17684199999999994
2017-06-29,0.829978,0.008285165180925036,-0.170022
2017-06-30,0.83617,0.007460438710423567,-0.16383000000000003
2017-07-03,0.841608,0.006503462214621392,-0.15839199999999998
2017-07-04,0.843664,0.0024429425575802632,-0.15633600000000003
2017-07-05,0.852835,0.01087044131312953,-0.147165
2017-07-06,0.861139,0.009736936218611936,-0.138861
2017-07-07,0.864738,0.004179348514002923,-0.135262
2017-07-10,0.849861,-0.0172040548697987,-0.15013900000000002
2017-07-11,0.838067,-0.01387756350744418,-0.161933
2017-07-12,0.834426,-0.0043445213807488114,-0.165574
2017-07-13,0.830703,-0.004461749753722932,-0.16929700000000003
2017-07-14,0.821618,-0.010936520031828434,-0.17838200000000004
2017-07-17,0.767444,-0.06593575116416628,-0.23255599999999998
2017-07-18,0.7757080000000001,0.010768212403771571,-0.22429199999999994
2017-07-19,0.781515,0.007486064343799281,-0.21848500000000004
2017-07-20,0.789281,0.00993710933251446,-0.210719
2017-07-21,0.797966,0.011003685632873461,-0.20203400000000005
2017-07-24,0.801109,0.003938764308253795,-0.19889100000000004
2017-07-25,0.7998609999999999,-0.0015578404436850102,-0.20013900000000007
2017-07-26,0.793612,-0.007812607440542685,-0.20638800000000002
2017-07-27,0.813024,0.024460315620227435,-0.18697600000000003
2017-07-28,0.809951,-0.003779716219939333,-0.19004900000000002
2017-07-31,0.812376,0.0029940082795132383,-0.187624
2017-08-01,0.81257,0.00023880567618927984,-0.18742999999999999
2017-08-02,0.792252,-0.02500461498701656,-0.20774800000000004
2017-08-03,0.797455,0.0065673548315436925,-0.20254499999999998
2017-08-04,0.788874,-0.010760481782671194,-0.21112600000000004
2017-08-07,0.791206,0.002956112129440136,-0.20879400000000004
2017-08-08,0.787556,-0.004613210718826588,-0.21244399999999997
2017-08-09,0.79084,0.004169862206623964,-0.20916
2017-08-10,0.7755879999999999,-0.019285822669566577,-0.22441200000000006
2017-08-11,0.764845,-0.013851426272711742,-0.235155
2017-08-14,0.77686,0.015709065235439912,-0.22314
2017-08-15,0.7904100000000001,0.017442010143397857,-0.20958999999999994
2017-08-16,0.8003480000000001,0.01257322149264306,-0.19965199999999994
2017-08-17,0.802876,0.0031586259976910114,-0.19712399999999997
2017-08-18,0.804501,0.0020239738141381025,-0.19549899999999998
2017-08-21,0.83174,0.03385825499284656,-0.16825999999999997
2017-08-22,0.829717,-0.0024322504628849773,-0.17028299999999996
2017-08-23,0.850935,0.025572574745365007,-0.149065
2017-08-24,0.846461,-0.005257745891284249,-0.15353899999999998
2017-08-25,0.868377,0.025891328720401674,-0.13162300000000005
2017-08-28,0.910349,0.04833384578357092,-0.08965100000000004
2017-08-29,0.920084,0.010693700987203902,-0.07991599999999999
2017-08-30,0.917565,-0.002737793505810382,-0.08243500000000004
2017-08-31,0.934597,0.018562172707110802,-0.06540299999999999
2017-09-01,0.939467,0.005210802089028688,-0.06053299999999995
2017-09-04,0.936879,-0.0027547534932041984,-0.06312099999999998
2017-09-05,0.939843,0.003163695631986485,-0.060157000000000016
2017-09-06,0.940845,0.0010661355141232676,-0.05915499999999996
2017-09-07,0.940221,-0.0006632335825774716,-0.05977900000000003
2017-09-08,0.939674,-0.0005817781138689471,-0.06032599999999999
2017-09-11,0.9584239999999999,0.019953728633547385,-0.04157600000000006
2017-09-12,0.951277,-0.007457033630209442,-0.04872299999999996
2017-09-13,0.958294,0.007376400354470736,-0.04170600000000002
2017-09-14,0.958024,-0.0002817506944632342,-0.04197600000000001
2017-09-15,0.948045,-0.010416231743672344,-0.05195499999999997
2017-09-18,0.956542,0.008962654726305086,-0.043458
2017-09-19,0.958759,0.0023177236336722196,-0.04124099999999997
2017-09-20,0.967654,0.009277618254430964,-0.032345999999999986
2017-09-21,0.960942,-0.006936363617574104,-0.03905800000000004
2017-09-22,0.962252,0.001363245648540845,-0.037748000000000004
2017-09-25,0.953508,-0.009087016706642359,-0.04649199999999998
2017-09-26,0.939787,-0.014390020849326834,-0.06021299999999996
2017-09-27,0.948058,0.008800930423595865,-0.051942000000000044
2017-09-28,0.939705,-0.008810642386858136,-0.06029499999999999
2017-09-29,0.950565,0.011556818363209764,-0.04943500000000001
2017-10-09,0.961607,0.011616249283320945,-0.03839300000000001
2017-10-10,0.982519,0.021746929878838195,-0.01748099999999997
2017-10-11,0.975121,-0.007529625381290317,-0.024878999999999984
2017-10-12,0.972694,-0.0024889218876427144,-0.027306000000000052
2017-10-13,0.990731,0.01854334456673956,-0.009268999999999972
2017-10-16,0.962343,-0.028653590126886175,-0.03765700000000005
2017-10-17,0.967766,0.005635204911346614,-0.032233999999999985
2017-10-18,0.951523,-0.016784015970802812,-0.04847699999999999
2017-10-19,0.933257,-0.01919659325103018,-0.066743
2017-10-20,0.949675,0.017592153072519157,-0.05032499999999995
2017-10-23,0.961321,0.012263142654065806,-0.03867900000000002
2017-10-24,0.956461,-0.005055543361686676,-0.043538999999999994
2017-10-25,0.977353,0.02184302339562194,-0.022646999999999973
2017-10-26,0.982841,0.005615166679797223,-0.017159000000000035
2017-10-27,0.978962,-0.0039467217993550685,-0.021038
2017-10-30,0.94269,-0.03705148923042978,-0.05730999999999997
2017-10-31,0.952205,0.010093455961132536,-0.04779500000000003
2017-11-01,0.954048,0.0019355075850264747,-0.04595199999999999
2017-11-02,0.942112,-0.012510900919031398,-0.05788800000000005
2017-11-03,0.935999,-0.006488612818857931,-0.06400099999999997
2017-11-06,0.952315,0.01743164255517371,-0.04768499999999998
2017-11-07,0.958846,0.006858024918225514,-0.041154000000000024
2017-11-08,0.970488,0.012141678642868747,-0.029511999999999983
2017-11-09,0.985668,0.01564161535227626,-0.014332000000000011
2017-11-10,0.985102,-0.000574229862387643,-0.014897999999999967
2017-11-13,0.977612,-0.007603273569640523,-0.022387999999999963
2017-11-14,0.9611149999999999,-0.01687479286260818,-0.03888500000000006
2017-11-15,0.969642,0.008871987223173061,-0.030357999999999996
2017-11-16,0.957397,-0.012628372120844555,-0.042602999999999946
2017-11-17,0.909348,-0.05018712195672226,-0.09065199999999995
2017-11-20,0.901934,-0.008153094304930608,-0.09806599999999999
2017-11-21,0.89233,-0.010648229249590413,-0.10767000000000004
2017-11-22,0.890429,-0.002130377775038328,-0.10957099999999997
2017-11-23,0.868798,-0.024292784713885185,-0.13120200000000004
2017-11-24,0.870706,0.0021961376522505738,-0.12929400000000002
2017-11-27,0.862804,-0.009075393990623626,-0.13719599999999998
2017-11-28,0.873877,0.012833737442107251,-0.12612299999999999
2017-11-29,0.873208,-0.0007655539623997454,-0.12679200000000002
2017-11-30,0.8713,-0.0021850464036060613,-0.12870000000000004
2017-12-01,0.879251,0.009125444737748234,-0.120749
2017-12-04,0.848784,-0.03465108370647296,-0.15121600000000002
2017-12-05,0.8125020000000001,-0.042745857603347814,-0.18749799999999994
2017-12-06,0.825557,0.01606765275654687,-0.17444300000000001
2017-12-07,0.825543,-1.6958247583076513e-05,-0.17445699999999997
2017-12-08,0.837817,0.01486779004848926,-0.16218299999999997
2017-12-11,0.844525,0.008006521710588244,-0.15547500000000003
2017-12-12,0.8290839999999999,-0.01828365057280723,-0.17091600000000007
2017-12-13,0.8384240000000001,0.011265444755899523,-0.16157599999999994
2017-12-14,0.840836,0.0028768260450560135,-0.15916399999999997
2017-12-15,0.844643,0.0045276367805375806,-0.15535699999999997
2017-12-18,0.843213,-0.0016930229694676058,-0.156787
2017-12-19,0.849845,0.007865153881640774,-0.15015500000000004
2017-12-20,0.834731,-0.017784419511793326,-0.165269
2017-12-21,0.831548,-0.0038132044934237053,-0.16845200000000005
2017-12-22,0.8325009999999999,0.0011460553088937786,-0.16749900000000006
2017-12-25,0.819234,-0.01593631719361288,-0.18076599999999998
2017-12-26,0.837346,0.022108457412656213,-0.16265399999999997
2017-12-27,0.846235,0.010615683361477668,-0.15376500000000004
2017-12-28,0.854675,0.009973588896701191,-0.14532500000000004
2017-12-29,0.862778,0.009480796794103075,-0.13722199999999996
2018-01-02,0.867723,0.005731485967421568,-0.13227699999999998
2018-01-03,0.875346,0.008785061592236243,-0.12465400000000004
2018-01-04,0.875197,-0.0001702184050649258,-0.124803
2018-01-05,0.879954,0.005435347698860893,-0.12004599999999999
2018-01-08,0.880567,0.0006966273237010157,-0.11943300000000001
2018-01-09,0.876641,-0.004458490949581284,-0.123359
2018-01-10,0.862062,-0.016630524924113765,-0.137938
2018-01-11,0.873026,0.012718342764209467,-0.12697400000000003
2018-01-12,0.868459,-0.00523123022682026,-0.13154100000000002
2018-01-15,0.842422,-0.029980689934700377,-0.157578
2018-01-16,0.8518060000000001,0.011139310226941035,-0.14819399999999994
2018-01-17,0.856459,0.0054625114169186695,-0.14354100000000003
2018-01-18,0.862594,0.007163215051742222,-0.13740600000000003
2018-01-19,0.859251,-0.0038755196535101843,-0.140749
2018-01-22,0.862448,0.0037206823151791912,-0.137552
2018-01-23,0.867179,0.005485548114205097,-0.13282099999999997
2018-01-24,0.869645,0.0028437035490942453,-0.130355
2018-01-25,0.866383,-0.0037509558498007856,-0.13361699999999999
2018-01-26,0.866664,0.000324336927201907,-0.133336
2018-01-29,0.858328,-0.009618491133818852,-0.14167200000000002
2018-01-30,0.854927,-0.0039623547175439144,-0.145073
2018-01-31,0.827155,-0.03248464488780911,-0.17284500000000003
2018-02-01,0.791907,-0.04261353676155011,-0.20809299999999997
2018-02-02,0.78237,-0.012043080816308005,-0.21763
2018-02-05,0.777775,-0.005873180208852635,-0.222225
2018-02-06,0.7216480000000001,-0.07216354344122644,-0.27835199999999993
2018-02-07,0.727278,0.0078015874775512195,-0.272722
2018-02-08,0.739642,0.01700037674726862,-0.260358
2018-02-09,0.717657,-0.02972383937093892,-0.282343
2018-02-12,0.737665,0.027879613798792446,-0.262335
2018-02-13,0.736603,-0.001439677902570935,-0.263397
2018-02-14,0.738396,0.0024341470235662577,-0.26160399999999995
2018-02-22,0.751108,0.017215694559558736,-0.248892
2018-02-23,0.759481,0.011147531380307552,-0.24051900000000004
2018-02-26,0.781507,0.029001383839753814,-0.21849300000000005
2018-02-27,0.784703,0.004089534706662956,-0.21529699999999996
2018-02-28,0.775869,-0.011257762491031609,-0.22413099999999997
2018-03-01,0.7868999999999999,0.014217606322716625,-0.21310000000000007
2018-03-02,0.783699,-0.004067861227601832,-0.21630099999999997
2018-03-05,0.792252,0.010913628829435584,-0.20774800000000004
2018-03-06,0.798741,0.008190575725905536,-0.20125899999999997
2018-03-07,0.795254,-0.004365620395096803,-0.20474599999999998
2018-03-08,0.80951,0.017926348059865038,-0.19049000000000005
2018-03-09,0.8193699999999999,0.012180207780015051,-0.18063000000000007
2018-03-12,0.82989,0.01283913250424118,-0.17010999999999998
2018-03-13,0.828172,-0.002070153875814884,-0.17182799999999998
2018-03-14,0.817526,-0.01285481759827678,-0.18247400000000003
2018-03-15,0.7986679999999999,-0.023067156273928968,-0.20133200000000007
2018-03-16,0.807114,0.010575107554077645,-0.192886
2018-03-19,0.814358,0.008975188139469736,-0.18564199999999997
2018-03-20,0.828147,0.01693235653115699,-0.17185300000000003
2018-03-21,0.83983,0.014107398807216676,-0.16017000000000003
2018-03-22,0.852316,0.014867294571520473,-0.14768400000000004
2018-03-23,0.801678,-0.05941223677603136,-0.198322
2018-03-26,0.804588,0.0036298863134573978,-0.19541200000000003
2018-03-27,0.8326830000000001,0.034918492445823235,-0.16731699999999994
2018-03-28,0.840082,0.008885734427146907,-0.159918
2018-03-29,0.864308,0.028837661085465482,-0.13569200000000003
2018-03-30,0.88298,0.021603409895546433,-0.11702000000000001
2018-04-02,0.884051,0.0012129380053909067,-0.11594899999999997
2018-04-03,0.8807780000000001,-0.0037022750949888827,-0.11922199999999994
2018-04-04,0.8762490000000001,-0.005142044873963747,-0.12375099999999994
2018-04-09,0.876258,1.0271053090926685e-05,-0.12374200000000002
2018-04-10,0.880376,0.004699529134113645,-0.11962399999999995
2018-04-11,0.895002,0.016613356111479627,-0.10499800000000004
2018-04-12,0.888461,-0.00730836355672948,-0.11153900000000005
2018-04-13,0.878514,-0.011195764361069283,-0.12148599999999998
2018-04-16,0.860324,-0.020705418468004,-0.13967600000000002
2018-04-17,0.82858,-0.03689772690288773,-0.17142000000000002
2018-04-18,0.839809,0.013552101185160259,-0.16019099999999997
2018-04-19,0.843284,0.004137845629184733,-0.15671599999999997
2018-04-20,0.821386,-0.02596752695414606,-0.17861400000000005
2018-04-23,0.816982,-0.005361669178680861,-0.18301800000000001
2018-04-24,0.838366,0.026174383278946056,-0.16163400000000006
2018-04-25,0.848428,0.012001918016713464,-0.15157200000000004
2018-04-26,0.830279,-0.021391326075989925,-0.169721
2018-04-27,0.8340110000000001,0.004494874614436872,-0.16598899999999994
2018-05-02,0.8319110000000001,-0.002517952401107415,-0.16808899999999993
2018-05-03,0.847485,0.01872075258050443,-0.15251499999999996
2018-05-04,0.853536,0.007139949379634913,-0.14646400000000004
2018-05-07,0.865861,0.01443992989165066,-0.134139
2018-05-08,0.874939,0.010484361808650533,-0.12506099999999998
2018-05-09,0.877777,0.0032436547004990324,-0.12222299999999997
2018-05-10,0.887223,0.010761275358092126,-0.11277700000000002
2018-05-11,0.87557,-0.013134240207929748,-0.12443000000000004
2018-05-14,0.873726,-0.002106056625969299,-0.126274
2018-05-15,0.8903449999999999,0.01902083719610026,-0.10965500000000006
2018-05-16,0.889176,-0.0013129741841645393,-0.11082400000000003
2018-05-17,0.89596,0.007629535659981812,-0.10404000000000002
2018-05-18,0.893962,-0.0022300102683154854,-0.10603799999999997
2018-05-21,0.908525,0.016290401605437266,-0.09147499999999997
2018-05-22,0.919436,0.01200957596103569,-0.08056399999999997
2018-05-23,0.913112,-0.006878129635994212,-0.08688799999999997
2018-05-24,0.911125,-0.0021760747860065655,-0.08887500000000004
2018-05-25,0.913022,0.0020820414322952896,-0.086978
2018-05-28,0.907266,-0.006304338778255092,-0.09273399999999998
2018-05-29,0.89873,-0.009408486595992804,-0.10126999999999997
2018-05-30,0.863609,-0.03907847740700776,-0.13639100000000004
2018-05-31,0.8812139999999999,0.020385382736863633,-0.11878600000000006
2018-06-01,0.871734,-0.010757886279609608,-0.128266
2018-06-04,0.8653500000000001,-0.0073233348704994095,-0.13464999999999994
2018-06-05,0.8795,0.016351765181718214,-0.12050000000000005
2018-06-06,0.890036,0.011979533826037558,-0.10996399999999995
2018-06-07,0.8817699999999999,-0.009287264784795357,-0.11823000000000006
2018-06-08,0.869847,-0.013521666647765218,-0.13015299999999996
2018-06-11,0.870735,0.0010208691873399012,-0.12926499999999996
2018-06-12,0.873825,0.0035487260762459005,-0.12617500000000004
2018-06-13,0.8555820000000001,-0.0208771779246415,-0.14441799999999994
2018-06-14,0.85227,-0.0038710491805579172,-0.14773000000000003
2018-06-15,0.818097,-0.04009644830863457,-0.18190300000000004
2018-06-19,0.753629,-0.07880239140346434,-0.246371
2018-06-20,0.752725,-0.001199529211322825,-0.24727500000000002
2018-06-21,0.729886,-0.03034175827825558,-0.27011399999999997
2018-06-22,0.740956,0.015166752068131117,-0.25904400000000005
2018-06-25,0.746013,0.006824966664687349,-0.25398699999999996
2018-06-26,0.756659,0.014270528797755366,-0.24334100000000003
2018-06-27,0.74966,-0.009249873456867563,-0.25034
2018-06-28,0.7428980000000001,-0.009020089107061757,-0.25710199999999994
2018-06-29,0.76146,0.024985933465967003,-0.23853999999999997
2018-07-02,0.750799,-0.01400073542930691,-0.249201
2018-07-03,0.765902,0.020115903191133766,-0.23409800000000003
2018-07-04,0.752661,-0.017288112578371595,-0.24733899999999998
2018-07-05,0.7302649999999999,-0.029755759897218126,-0.26973500000000006
2018-07-06,0.739153,0.012170924253524396,-0.26084700000000005
2018-07-09,0.7520560000000001,0.01745646706432913,-0.24794399999999994
2018-07-10,0.7564690000000001,0.00586791409150389,-0.24353099999999994
2018-07-11,0.734641,-0.02885511501462723,-0.265359
2018-07-12,0.7543150000000001,0.026780427446875477,-0.24568499999999993
2018-07-13,0.762948,0.011444820797677169,-0.23705200000000004
2018-07-16,0.766818,0.005072429575803339,-0.233182
2018-07-17,0.773169,0.008282278193782577,-0.226831
2018-07-18,0.767018,-0.00795556986894197,-0.23298200000000002
2018-07-19,0.759209,-0.010180986626128652,-0.24079099999999998
2018-07-20,0.767566,0.011007509131214066,-0.23243400000000003
2018-07-23,0.771995,0.005770187840524521,-0.228005
2018-07-24,0.78639,0.018646493824441945,-0.21360999999999997
2018-07-25,0.792955,0.008348275028929653,-0.20704500000000003
2018-07-26,0.799639,0.008429229905858593,-0.200361
2018-07-27,0.809237,0.0120029163159876,-0.19076300000000002
2018-07-30,0.78967,-0.024179566678241393,-0.21033000000000002
2018-07-31,0.789704,4.305596008458146e-05,-0.21029600000000004
2018-08-01,0.778053,-0.014753629207905683,-0.221947
2018-08-02,0.759359,-0.024026640858656134,-0.240641
2018-08-03,0.754103,-0.006921627319884327,-0.24589700000000003
2018-08-06,0.733417,-0.02743126602068946,-0.266583
2018-08-07,0.756861,0.03196544394253209,-0.243139
2018-08-08,0.7459290000000001,-0.014443867500108953,-0.25407099999999994
2018-08-09,0.76598,0.026880574424643644,-0.23402
2018-08-10,0.770605,0.006038016658398426,-0.22939500000000002
2018-08-13,0.77423,0.00470409613225975,-0.22577000000000003
2018-08-14,0.777361,0.004044017927489207,-0.22263900000000003
2018-08-15,0.760184,-0.022096554882480635,-0.23981600000000003
2018-08-16,0.758471,-0.0022534018079832796,-0.241529
2018-08-17,0.747451,-0.014529230517712599,-0.252549
2018-08-20,0.7453890000000001,-0.0027587092665605217,-0.2546109999999999
2018-08-21,0.75162,0.008359393551554684,-0.24838000000000005
2018-08-22,0.741905,-0.012925414438146876,-0.25809499999999996
2018-08-23,0.750682,0.01183035563852508,-0.24931800000000004
2018-08-24,0.7461690000000001,-0.0060118665426903695,-0.2538309999999999
2018-08-27,0.75695,0.014448469448610002,-0.24305
2018-08-28,0.760625,0.004855010238457025,-0.239375
2018-08-29,0.75464,-0.0078685291700904,-0.24536000000000002
2018-08-30,0.741552,-0.01734336902364042,-0.258448
2018-08-31,0.736383,-0.006970515890996176,-0.263617
2018-09-03,0.732136,-0.0057673792034851346,-0.267864
2018-09-04,0.740853,0.011906257853732116,-0.259147
2018-09-05,0.737077,-0.005096827575780893,-0.262923
2018-09-06,0.732962,-0.00558286312013534,-0.267038
2018-09-07,0.740964,0.010917346329004651,-0.25903600000000004
2018-09-10,0.7276210000000001,-0.01800762250257759,-0.2723789999999999
2018-09-11,0.7311110000000001,0.004796453098522502,-0.26888899999999993
2018-09-12,0.730605,-0.0006920973696198374,-0.26939500000000005
2018-09-13,0.736988,0.008736595013721482,-0.263012
2018-09-14,0.72801,-0.012182016532155115,-0.27198999999999995
2018-09-17,0.7103630000000001,-0.024240051647642202,-0.2896369999999999
2018-09-18,0.717639,0.010242650588501823,-0.282361
2018-09-19,0.7216400000000001,0.005575226541478351,-0.27835999999999994
2018-09-20,0.7235750000000001,0.002681392384014325,-0.2764249999999999
2018-09-21,0.73631,0.01760011056213928,-0.26369
2018-09-25,0.73504,-0.0017248169928426593,-0.26496
2018-09-26,0.740341,0.0072118524161950415,-0.259659
2018-09-27,0.728674,-0.015758954319698648,-0.27132599999999996
2018-09-28,0.7355579999999999,0.00944729741969641,-0.26444200000000007
2018-10-08,0.7072849999999999,-0.038437485555184,-0.29271500000000006
2018-10-09,0.7106680000000001,0.004783078956856368,-0.2893319999999999
2018-10-10,0.719938,0.01304406558336657,-0.28006200000000003
2018-10-11,0.659161,-0.08441976948014962,-0.340839
2018-10-12,0.657886,-0.0019342770582604363,-0.34211400000000003
2018-10-15,0.6622600000000001,0.0066485682929871,-0.33773999999999993
2018-10-16,0.65366,-0.012985836378461735,-0.34634
2018-10-17,0.667404,0.02102622158308587,-0.332596
2018-10-18,0.6551560000000001,-0.018351703016463716,-0.34484399999999993
2018-10-19,0.665991,0.016538045900518217,-0.334009
2018-10-22,0.694604,0.04296304304412524,-0.305396
2018-10-23,0.687029,-0.010905494353617318,-0.312971
2018-10-24,0.69143,0.006405843130348199,-0.30857
2018-10-25,0.686673,-0.006879944462924725,-0.313327
2018-10-26,0.6943159999999999,0.011130479864505993,-0.30568400000000007
2018-10-29,0.688476,-0.008411155727363284,-0.311524
2018-10-30,0.700267,0.017126232432212563,-0.299733
2018-10-31,0.701496,0.0017550448614600533,-0.298504
2018-11-01,0.698969,-0.003602301367363503,-0.30103100000000005
2018-11-02,0.719719,0.029686581236077814,-0.280281
