date,jsl_official_index,replica_index,jsl_norm,replica_norm,jsl_daily_return,replica_daily_return,replica_minus_official_daily_return
2025-12-04,2453.762,2341.7300158170387,1.0572855288211502,1.0541683149325525,-0.0016900496192709946,-0.0016920713769714713,-2.021757700476634e-06
2025-12-05,2481.735,2368.4393588679136,1.0693386326257222,1.066191965381886,0.011400046133243524,0.011405816584520334,5.7704512768097516e-06
2025-12-08,2496.998,2382.762125697628,1.0759152073002003,1.0726395946440423,0.006150132870753611,0.00604734369748039,-0.00010278917327322112
2025-12-09,2479.594,2366.164955001042,1.0684161110783161,1.0651681050411885,-0.006969969539422971,-0.006965517253102571,4.452286320399956e-06
2025-12-10,2489.289,2375.241361271443,1.0725935264926558,1.0692539987347762,0.00390991428435461,0.0038359144197523953,-7.399986460221442e-05
2025-12-11,2475.249,2361.7661513259345,1.0665439223237718,1.0631879111560751,-0.005640164721734009,-0.005673196065554942,-3.303134382093287e-05
2025-12-12,2484.457,2370.5637908401704,1.0705114974795469,1.0671483134054653,0.003720029782862344,0.003725025658995351,4.9958761330071155e-06
2025-12-15,2479.339,2365.3092304979064,1.068306235788924,1.064782886569621,-0.0020600074784953293,-0.002216586772550766,-0.0001565792940554367
2025-12-16,2457.496,2344.4443248553766,1.0588944477646411,1.0553902058276703,-0.008810009442032696,-0.008821216851268798,-1.1207409236102528e-05
2025-12-17,2480.498,2366.3085880926296,1.0688056297512982,1.065232763841778,0.009359933851367463,0.00932598953425856,-3.3944317108902666e-05
2025-12-18,2487.443,2372.843650339178,1.0717981155741545,1.0681746296887766,0.0027998409996703444,0.002761711756206875,-3.8129243463469464e-05
2025-12-19,2499.93,2384.7461379878123,1.0771785576864659,1.0735327304362225,0.005020014528976047,0.005016128073559667,-3.886455416379775e-06
2025-12-22,2515.455,2399.335452400286,1.083868023834751,1.0801003504805227,0.006210173884868775,0.006117764142720805,-9.240974214796971e-05
2025-12-23,2505.393,2389.6330666124113,1.0795324741803842,1.0757326618026026,-0.004000071557630713,-0.004043780446860268,-4.3708889229554515e-05
2025-12-24,2530.998,2413.9348415794834,1.0905652458858166,1.0866725058469084,0.010219953516274805,0.0101696680158192,-5.028550045560465e-05
2025-12-25,2556.207,2437.9274372628292,1.1014273877300755,1.0974731677471004,0.009960102694668294,0.009939206009242252,-2.0896685426041728e-05
2025-12-26,2550.404,2432.3816485428342,1.098926970850301,1.0949766396629739,-0.0022701604369286255,-0.0022747964665517095,-4.63602962308407e-06
2025-12-29,2541.452,2423.4983721702783,1.095069701867406,1.0909776865721026,-0.0035100321360850284,-0.0036520898675080904,-0.000142057731423062
2025-12-30,2545.95,2427.6636816095356,1.0970078157955854,1.0928527691832903,0.001769854398194326,0.0017187176550597094,-5.113674313461658e-05
2025-12-31,2551.22,2432.6797450758095,1.0992785717763558,1.095110832724399,0.0020699542410496097,0.002066210202126717,-3.7440389228926563e-06
2026-01-05,2592.677,2471.945907227942,1.1171417085305881,1.112787141995833,0.01624987260996713,0.016141114436297732,-0.00010875817366939877
2026-01-06,2628.171,2505.736198256582,1.132435487046996,1.1279983977401524,0.013690097146694225,0.013669510699986454,-2.058644670777099e-05
2026-01-07,2641.575,2518.507741089332,1.1382110493176312,1.1337477179846518,0.0051001247635713565,0.005096922350260158,-3.2024133111985265e-06
2026-01-08,2660.092,2536.1669732588134,1.1461897188614507,1.1416973120426201,0.00700983314878445,0.00701178395498725,1.9508062027995265e-06
2026-01-09,2690.045,2564.705103290038,1.159095971971891,1.1545442210556753,0.011260136867446757,0.011252464972586251,-7.671894860505901e-06
2026-01-12,2736.179,2608.6841151990097,1.178974350798621,1.1743420972255736,0.017149898979385014,0.01714778508162773,-2.113897757283212e-06
2026-01-13,2700.691,2574.8573405179422,1.16368315758314,1.1591144177645396,-0.01296991169071915,-0.012966987641003458,2.924049715691268e-06
2026-01-14,2710.197,2583.830035163617,1.1677791360182832,1.1631536239630111,0.0035198399224496413,0.003484734670337053,-3.51052521125883e-05
2026-01-15,2713.422,2586.897482624067,1.1691687352664777,1.1645344859320192,0.0011899503984396098,0.0011871707576367463,-2.7796408028635256e-06
2026-01-16,2732.524,2605.1113476458318,1.177399471650667,1.1727337570985137,0.007039819091906763,0.007040814390251393,9.952983446304131e-07
2026-01-19,2748.701,2620.5161646062297,1.184369873833006,1.1796684890391302,0.005920167581327851,0.005913304617216841,-6.862964111009617e-06
2026-01-20,2723.55,2596.5507876870133,1.1735327232310402,1.168880080113672,-0.009150140375399074,-0.009145288719414335,4.851655984738912e-06
2026-01-21,2759.174,2630.506046429594,1.1888825166008634,1.1841655987900324,0.013079987516293023,0.0130770631961441,-2.9243201489226323e-06
2026-01-22,2789.166,2659.1079854078457,1.2018055741673284,1.197041232450981,0.010869919765843061,0.010873169828700346,3.2500628572851298e-06
2026-01-23,2822.022,2690.4142088446333,1.2159626820428875,1.21113424427743,0.011779865379113241,0.011773205002799436,-6.660376313805116e-06
2026-01-26,2780.087,2650.126277373857,1.197893582981481,1.1929979687273862,-0.014859912502453887,-0.014974620390544757,-0.00011470788809087029
2026-01-27,2788.121,2657.6929661318436,1.2013553009225646,1.1964042382305948,0.0028898376201895726,0.002855218191898601,-3.4619428290971754e-05
2026-01-28,2805.547,2674.3187082226004,1.2088638765811808,1.2038885897168619,0.006250087424469752,0.006255704591397793,5.6171669280402625e-06
2026-01-29,2785.964,2655.642484234758,1.2004258852393535,1.1954811800506806,-0.006980100493771846,-0.006983544605367986,-3.4441115961403312e-06
2026-01-30,2739.773,2611.622637203379,1.1805229460538182,1.1756649212782246,-0.016579898376289037,-0.016575968825887966,3.92955040107168e-06
2026-02-02,2669.607,2544.735519496,1.1502895752479843,1.1455545841821348,-0.02561015091396268,-0.025611325600625068,-1.1746866623862928e-06
2026-02-03,2748.814,2620.2427245038293,1.1844185636671285,1.1795453954758093,0.029669910215248896,0.02967192638659122,2.0161713423227923e-06
2026-02-04,2736.334,2608.3484429698324,1.1790411377392318,1.1741909888459519,-0.004540139856680003,-0.004539381570556333,7.582861236699046e-07
2026-02-05,2713.869,2586.93180462211,1.1693613401855298,1.164549936544429,-0.008209889582192709,-0.008210804198896637,-9.146167039286723e-07
2026-02-06,2739.786,2611.6405119204464,1.1805285475391598,1.175672967876357,0.009549834571970894,0.00955135626466408,1.5216926931849173e-06
2026-02-09,2779.924,2649.9019218882495,1.1978233489729675,1.1928969714123194,0.014650049310420465,0.01465033560061757,2.8629019710457726e-07
2026-02-10,2778.951,2648.979469027773,1.1974040993393262,1.1924817140722481,-0.00035000956860686827,-0.0003481083027476739,1.9012658591943676e-06
2026-02-11,2780.507,2650.380871665516,1.1980745540463622,1.1931125785387722,0.0005599235107061062,0.0005290349185897991,-3.088859211630712e-05
2026-02-12,2792.602,2661.913830726852,1.2032860898314512,1.1983043299096632,0.004349926110597702,0.004351434612523741,1.5085019260396848e-06
2026-02-13,2775.735,2645.7908319591343,1.1960183780425222,1.191046296606155,-0.0060398868152352625,-0.006056919867806321,-1.703305257105825e-05
2026-02-24,2803.465,2671.7518295102013,1.2079667771595557,1.2027330670098848,0.009990146753922735,0.009812188188679904,-0.0001779585652428306
2026-02-25,2809.997,2677.810350875789,1.2107813081019452,1.2054604101347566,0.002329973800279106,0.0022676213032475356,-6.235249703157031e-05
2026-02-26,2781.644,2650.7801567118413,1.1985644685720045,1.1932923232751933,-0.010090046359480076,-0.010094140593305045,-4.094233824969429e-06
2026-02-27,2776.275,2645.669038772544,1.1962510551259409,1.1909914693983168,-0.001930153535103618,-0.0019281561039137252,1.9974311898929287e-06
2026-03-02,2765.059,2634.858971481709,1.1914182659266386,1.1861251396577763,-0.004039945610575302,-0.004085948443441789,-4.600283286648743e-05
2026-03-03,2701.186,2573.9983340279687,1.1638964449096072,1.1587277218525704,-0.023100049583028803,-0.023098252359030624,1.7972239981789428e-06
2026-03-04,2695.351,2568.4043622141094,1.1613822397582227,1.1562095033555766,-0.00216016223984572,-0.0021732616295463414,-1.3099389700621522e-05
2026-03-05,2695.836,2568.851518232107,1.1615912182498114,1.1564107979979226,0.00017993945871963568,0.00017409876130725088,-5.840697412384799e-06
2026-03-06,2706.323,2578.790674546781,1.1661098933864984,1.1608850728260713,0.0038900734317666164,0.003869105023833308,-2.0968407933308342e-05
2026-03-09,2694.74,2567.450017958503,1.1611189699471691,1.1557798895790083,-0.004279976928105111,-0.0043976646496408645,-0.00011768772153575302
